UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,MALAY,NON MALAY BUMIPUTERA,CHINESE,INDIAN,OTHERS,TOTAL ELECTORS,,MALAY (%),NON MALAY BUMIPUTERA (%),CHINESE (%),INDIAN (%),OTHERS (%)
P.134_N.19,JOHOR,P.134,SRI GADING,N.19,PARIT YAANI,"16,587",,"7,304",378,2,"24,271",_,68.34,0.00,30.09,1.56,0.01
P.134_N.20,JOHOR,P.134,SRI GADING,N.20,PARIT RAJA,"16,600",,"7,698",459,7,"24,764",_,67.03,0.00,31.09,1.85,0.03
P.135_N.21,JOHOR,P.135,BATU PAHAT,N.21,PENGGARAM,"14,473",,"20,279",931,9,"35,692",_,40.55,0.00,56.82,2.61,0.03
P.135_N.22,JOHOR,P.135,BATU PAHAT,N.22,RENGIT,"18,270",,"5,318",35,2,"23,625",_,77.33,0.00,22.51,0.15,0.01
P.136_N.23,JOHOR,P.136,TENGGARA,N.23,PANTI,"9,036",,"4,581","1,476",202,"15,295",_,59.08,0.00,29.95,9.65,1.32
P.136_N.24,JOHOR,P.136,TENGGARA,N.24,GUNUNG LAMBAK,"13,153",,"12,336","1,397",5,"26,891",_,48.91,0.00,45.87,5.20,0.02
P.137_N.25,JOHOR,P.137,SUNGAI BENUT,N.25,SIMPANG RENGGAM,"16,000",,"10,774","3,520",15,"30,309",_,52.79,0.00,35.55,11.61,0.05
P.137_N.26,JOHOR,P.137,SUNGAI BENUT,N.26,BENUT,"17,117",,"4,807",30,0,"21,954",_,77.97,0.00,21.90,0.14,0.00
P.138_N.27,JOHOR,P.138,SENAI,N.27,KULAI,"7,694",,"21,161","1,557",8,"30,420",_,25.29,0.00,69.56,5.12,0.03
P.138_N.28,JOHOR,P.138,SENAI,N.28,BUKIT PERMAI,"13,517",,"9,657","1,622",4,"24,800",_,54.50,0.00,38.94,6.54,0.02
P.139_N.29,JOHOR,P.139,KOTA TINGGI,N.29,SEDILI,"19,378",,"3,958",771,24,"24,131",_,80.30,0.00,16.40,3.20,0.10
P.139_N.30,JOHOR,P.139,KOTA TINGGI,N.30,PENGERANG,"20,518",,"4,392",286,0,"25,196",_,81.43,0.00,17.43,1.14,0.00
P.140_N.31,JOHOR,P.140,TERBAU,N.31,TIRAM,"15,391",,"10,217","4,482",43,"30,133",_,51.08,0.00,33.91,14.87,0.14
P.140_N.32,JOHOR,P.140,TERBAU,N.32,PASIR GUDANG,"16,535",,"9,582","5,227",54,"31,398",_,52.66,0.00,30.52,16.65,0.17
P.141_N.33,JOHOR,P.141,JOHOR BHARU,N.33,TANJONG PUTERI,"18,156",,"14,187","1,786",95,"34,224",_,53.05,0.00,41.45,5.22,0.28
P.141_N.34,JOHOR,P.141,JOHOR BHARU,N.34,STULANG,"15,786",,"20,224","1,728",131,"37,869",_,41.69,0.00,53.41,4.56,0.35
P.142_N.35,JOHOR,P.142,PULAI,N.35,TAMBATAN,"15,671",,"10,992","3,496",117,"30,276",_,51.76,0.00,36.31,11.55,0.39
P.142_N.36,JOHOR,P.142,PULAI,N.36,KEMPAS,"21,344",,"13,042","2,040",30,"36,456",_,58.55,0.00,35.77,5.60,0.08
P.143_N.37,JOHOR,P.143,GELANG PATAH,N.37,TANJONG KUPANG,"11,434",,"7,936","1,247",198,"20,815",_,54.93,0.00,38.13,5.99,0.95
P.143_N.38,JOHOR,P.143,GELANG PATAH,N.38,SKUDAI,"10,046",,"21,170","3,201",15,"34,432",_,29.18,0.00,61.48,9.30,0.04
P.144_N.39,JOHOR,P.144,PONTIAN,N.39,PULAI SEBATANG,16936,,"15,130",472,10,"32,548",_,52.03,0.00,46.49,1.45,0.03
P.144_N.40,JOHOR,P.144,PONTIAN,N.40,KUKUP,"13,684",,"12,352",179,2,"26,217",_,52.20,0.00,47.11,0.68,0.01
P.146_N.1,SABAH,P.146,MARUDU,N.1,BANGGI,"2,002","4,715",16,0,0,"6,733",_,29.73,70.03,0.24,0.00,0.00
P.146_N.2,SABAH,P.146,MARUDU,N.2,KUDAT,"4,573","5,755","5,263",21,13,"15,625",_,29.27,36.83,33.68,0.13,0.08
P.146_N.3,SABAH,P.146,MARUDU,N.3,BENGKOKA,"3,000","5,999",121,4,3,"9,127",_,32.87,65.73,1.33,0.04,0.03
P.147_N.4,SABAH,P.147,BANDAU,N.4,MATUNGGONG,"1,592","9,038",301,5,0,"10,936",_,14.56,82.64,2.75,0.05,0.00
P.147_N.5,SABAH,P.147,BANDAU,N.5,TANDEK,"2,346","10,021",679,3,3,"13,052",_,17.97,76.78,5.20,0.02,0.02
P.148_N.6,SABAH,P.148,KOTA BELUD,N.6,TEMPASUK,"3,361","7,326",62,21,2,"10,772",_,31.20,68.01,0.58,0.19,0.02
P.148_N.7,SABAH,P.148,KOTA BELUD,N.7,KADAMAIAN,962,"9,214",84,1,9,"10,270",_,9.37,89.72,0.82,0.01,0.09
P.148_N.8,SABAH,P.148,KOTA BELUD,N.8,USUKAN,"3,826","7,931",868,17,5,"12,647",_,30.25,62.71,6.86,0.13,0.04
P.149_N.9,SABAH,P.149,TUARAN,N.9,TAMPARULI,"1,333","8,397","2,626",22,46,"12,424",_,10.73,67.59,21.14,0.18,0.37
P.149_N.10,SABAH,P.149,TUARAN,N.10,SULAMAN,"3,870","6,969",399,16,14,"11,268",_,34.35,61.85,3.54,0.14,0.12
P.149_N.11,SABAH,P.149,TUARAN,N.11,KIULU,375,"7,096",285,2,2,"7,760",_,4.83,91.44,3.67,0.03,0.03
P.150_N.12,SABAH,P.150,GAYA,N.12,INANAM,"5,525","2,297","9,712",104,7,"17,645",_,31.31,13.02,55.04,0.59,0.04
P.150_N.13,SABAH,P.150,GAYA,N.13,LIKAS,"8,220","5,462","7,014",101,6,"20,803",_,39.51,26.26,33.72,0.49,0.03
P.151_N.14,SABAH,P.151,TANJONG ARU,N.14,API-API,"1,198","1,350","18,014",225,0,"20,787",_,5.76,6.49,86.66,1.08,0.00
P.151_N.15,SABAH,P.151,TANJONG ARU,N.15,SEMBULAN,"3,810","3,095","7,179",156,32,"14,272",_,26.70,21.69,50.30,1.09,0.22
P.152_N.16,SABAH,P.152,PENAMPANG,N.16,MOYOG,"7,775","4,082","5,731",80,7,"17,675",_,43.99,23.09,32.42,0.45,0.04
P.152_N.17,SABAH,P.152,PENAMPANG,N.17,PETAGAS,"7,694","9,699","2,218",143,2,"19,756",_,38.95,49.09,11.23,0.72,0.01
P.153_N.18,SABAH,P.153,PAPAR,N.18,KAWANG,"6,412","6,188","1,355",15,0,"13,970",_,45.90,44.29,9.70,0.11,0.00
P.153_N.19,SABAH,P.153,PAPAR,N.19,PANTAI MANIS,"6,994","4,497","2,584",31,0,"14,106",_,49.58,31.88,18.32,0.22,0.00
P.154_N.20,SABAH,P.154,BEAUFORT,N.20,BONGAWAN,"7,213","3,186","1,028",13,0,"11,440",_,63.05,27.85,8.99,0.11,0.00
P.154_N.21,SABAH,P.154,BEAUFORT,N.21,KUALA PENYU,"5,149","4,793",947,13,0,"10,902",_,47.23,43.96,8.69,0.12,0.00
P.154_N.22,SABAH,P.154,BEAUFORT,N.22,KLIAS,"7,742","2,537","2,322",21,0,"12,622",_,61.34,20.10,18.40,0.17,0.00
P.155_N.23,SABAH,P.155,SIPITANG,N.23,LUMADAN,"4,996","3,926",522,4,0,"9,448",_,52.88,41.55,5.52,0.04,0.00
P.155_N.24,SABAH,P.155,SIPITANG,N.24,SINDUMIN,"6,493","3,129",820,28,0,"10,470",_,62.02,29.89,7.83,0.27,0.00
P.156_N.25,SABAH,P.156,KINABALU,N.25,KUNDASANG,"2,434","9,023",70,0,8,"11,535",_,21.10,78.22,0.61,0.00,0.07
P.156_N.26,SABAH,P.156,KINABALU,N.26,RANAU,"2,653","7,175",853,23,0,"10,704",_,24.79,67.03,7.97,0.21,0.00
P.157_N.27,SABAH,P.157,KENINGAU,N.27,TAMBUNAN,794,"9,121",322,7,1,"10,245",_,7.75,89.03,3.14,0.07,0.01
P.157_N.28,SABAH,P.157,KENINGAU,N.28,BINGKOR,"2,996","11,092","2,308",23,0,"16,419",_,18.25,67.56,14.06,0.14,0.00
P.157_N.29,SABAH,P.157,KENINGAU,N.29,PENSIANGAN,686,"7,994",103,2,0,"8,785",_,7.81,91.00,1.17,0.02,0.00
P.158_N.30,SABAH,P.158,TENOM,N.30,MELALAP,"2,891","7,637","3,875",63,0,"14,466",_,19.98,52.79,26.79,0.44,0.00
P.158_N.31,SABAH,P.158,TENOM,N.31,KEMABONG,"2,113","6,100","1,094",14,0,"9,321",_,22.67,65.44,11.74,0.15,0.00
P.159_N.32,SABAH,P.159,BELURAN,N.32,SUGUT,"1,662","5,425",120,61,2,"7,270",_,22.86,74.62,1.65,0.84,0.03
P.159_N.33,SABAH,P.159,BELURAN,N.33,LABUK,"2,444","6,632",300,18,8,"9,402",_,25.99,70.54,3.19,0.19,0.09
P.160_N.34,SABAH,P.160,LIBARAN,N.34,SUNGAI SIBUGA,"8,617","6,162","5,609",27,26,"20,441",_,42.16,30.15,27.44,0.13,0.13
P.160_N.35,SABAH,P.160,LIBARAN,N.35,SEKONG,5298,"3,721","3,241",14,4,"12,278",_,43.15,30.31,26.40,0.11,0.03
P.161_N.36,SABAH,P.161,SANDAKAN,N.36,ELOPURA,"3,411","2,716","8,974",72,34,"15,207",_,22.43,17.86,59.01,0.47,0.22
P.161_N.37,SABAH,P.161,SANDAKAN,N.37,TANJONG PAPAT,"2,326","1,543","8,931",49,14,"12,863",_,18.08,12.00,69.43,0.38,0.11
P.161_N.38,SABAH,P.161,SANDAKAN,N.38,KARAMUNTING,"2,393","1,729","8,454",19,15,"12,610",_,18.98,13.71,67.04,0.15,0.12
P.162_N.39,SABAH,P.162,KINABATANGAN,N.39,SUKAU,"6,213","3,170",218,50,3,"9,654",_,64.36,32.84,2.26,0.52,0.03
P.162_N.40,SABAH,P.162,KINABATANGAN,N.40,KUAMUT,"4,102","4,882",114,5,1,"9,104",_,45.06,53.62,1.25,0.05,0.01
P.163_N.41,SABAH,P.163,SILAM,N.41,KUNAK,"8,039","5,312",649,46,0,"14,046",_,57.23,37.82,4.62,0.33,0.00
P.163_N.42,SABAH,P.163,SILAM,N.42,LAHAD DATU,"11,523","7,421","5,282",74,1,"24,301",_,47.42,30.54,21.74,0.30,0.00
P.164_N.43,SABAH,P.164,SEMPORNA,N.43,SULABAYAN,"2,035","5,977",3,0,0,"8,015",_,25.39,74.57,0.04,0.00,0.00
P.164_N.44,SABAH,P.164,SEMPORNA,N.44,SENALLANG,"6,506","4,289",599,17,3,"11,414",_,57.00,37.58,5.25,0.15,0.03
P.164_N.45,SABAH,P.164,SEMPORNA,N.45,BALUNG,"8,130","2,564","2,337",39,0,"13,070",_,62.20,19.62,17.88,0.30,0.00
P.165_N.46,SABAH,P.165,TAWAU,N.46,MEROTAI,"10,916","4,157","3,499",69,6,"18,647",_,58.54,22.29,18.76,0.37,0.03
P.165_N.47,SABAH,P.165,TAWAU,N.47,KALABAKAN,"6,437","2,779","1,137",131,1,"10,485",_,61.39,26.50,10.84,1.25,0.01
P.165_N.48,SABAH,P.165,TAWAU,N.48,SRI TANJONG,"7,507","1,940","14,641",75,4,"24,167",_,31.06,8.03,60.58,0.31,0.02
P.166_N.1,SARAWAK,P.166,MAS GADING,N.1,TANJUNG DATU,"4,152","8,215","1,855",56,4,"14,282",_,29.07,57.52,12.99,0.39,0.03
P.166_N.2,SARAWAK,P.166,MAS GADING,N.2,TASIK BIRU,"1,652","12,229","5,386",2,0,"19,269",_,8.57,63.46,27.95,0.01,0.00
P.167_N.3,SARAWAK,P.167,SANTUBONG,N.3,PANTAI DAMAI,"10,986",403,922,1,9,"12,321",_,89.16,3.27,7.48,0.01,0.07
P.167_N.4,SARAWAK,P.167,SANTUBONG,N.4,SEJINGKAT,"8,132",217,791,1,11,"9,152",_,88.85,2.37,8.64,0.01,0.12
P.168_N.5,SARAWAK,P.168,PETRA JAYA,N.5,TUPONG,"16,026","1,251",537,3,101,"17,918",_,89.44,6.98,3.00,0.02,0.56
P.168_N.6,SARAWAK,P.168,PETRA JAYA,N.6,SATOK,"10,227",709,"2,493",44,113,"13,586",_,75.28,5.22,18.35,0.32,0.83
P.169_N.7,SARAWAK,P.169,BANDAR KUCHING,N.7,PADUNGAN,537,172,"19,283",1,59,"20,052",_,2.68,0.86,96.16,0.00,0.29
P.169_N.8,SARAWAK,P.169,BANDAR KUCHING,N.8,PENDING,"1,260","1,013","24,343",4,120,"26,740",_,4.71,3.79,91.04,0.01,0.45
P.169_N.9,SARAWAK,P.169,BANDAR KUCHING,N.9,BATU LINTANG,"1,777","2,314","21,989",89,495,"26,664",_,6.66,8.68,82.47,0.33,1.86
P.170_N.10,SARAWAK,P.170,PADAWAN,N.10,BATU KAWAH,"3,447","2,460","17,771",20,135,"23,833",_,14.46,10.32,74.56,0.08,0.57
P.170_N.11,SARAWAK,P.170,PADAWAN,N.11,BENGOH,412,"13,116","6,651",2,16,"20,197",_,2.04,64.94,32.93,0.01,0.08
P.171_N.12,SARAWAK,P.171,KOTA SAMARAHAN,N.12,ASAJAYA,"7,162","1,028","1,356",0,1,"9,547",_,75.02,10.77,14.20,0.00,0.01
P.171_N.13,SARAWAK,P.171,KOTA SAMARAHAN,N.13,MUARA TUANG,"9,780","5,006","2,914",41,10,"17,751",_,55.10,28.20,16.42,0.23,0.06
P.172_N.14,SARAWAK,P.172,SERIAN,N.14,TARAT,895,"10,148","3,599",5,4,"14,651",_,6.11,69.26,24.56,0.03,0.03
P.172_N.15,SARAWAK,P.172,SERIAN,N.15,TEBEDU,934,"14,897",998,0,1,"16,830",_,5.55,88.51,5.93,0.00,0.01
P.173_N.16,SARAWAK,P.173,BATANG SADONG,N.16,SEMERA,"7,477",790,560,0,0,"8,827",_,84.71,8.95,6.34,0.00,0.00
P.173_N.17,SARAWAK,P.173,BATANG SADONG,N.17,SIMUNJAN,"5,573","5,667",670,71,16,"11,997",_,46.45,47.24,5.58,0.59,0.13
P.174_N.18,SARAWAK,P.174,BATANG LUPAR,N.18,SEBUYAU,"5,319","3,354",550,0,0,"9,223",_,57.67,36.37,5.96,0.00,0.00
P.174_N.19,SARAWAK,P.174,BATANG LUPAR,N.19,BELADIN,"9,002",927,319,0,0,"10,248",_,87.84,9.05,3.11,0.00,0.00
P.175_N.20,SARAWAK,P.175,SRI AMAN,N.20,BUKIT BEGUNAN,158,"10,290",761,2,1,"11,212",_,1.41,91.78,6.79,0.02,0.01
P.175_N.21,SARAWAK,P.175,SRI AMAN,N.21,SIMANGGANG,"4,403","7,703","3,655",0,10,"15,771",_,27.92,48.84,23.18,0.00,0.06
P.176_N.22,SARAWAK,P.176,LUBOK ANTU,N.22,ENGKILILI,160,"7,611","1,064",1,3,"8,839",_,1.81,86.11,12.04,0.01,0.03
P.176_N.23,SARAWAK,P.176,LUBOK ANTU,N.23,BATANG AIR,50,"6,921",242,1,3,"7,217",_,0.69,95.90,3.35,0.01,0.04
P.177_N.24,SARAWAK,P.177,BETONG,N.24,SARIBAS,"5,762","2,638",629,0,0,"9,029",_,63.82,29.22,6.97,0.00,0.00
P.177_N.25,SARAWAK,P.177,BETONG,N.25,LAYAR,"1,036","8,599","1,020",0,2,"10,657",_,9.72,80.69,9.57,0.00,0.02
P.178_N.26,SARAWAK,P.178,SARATOK,N.26,KALAKA,8159,"3,391","1,399",2,2,"12,953",_,62.99,26.18,10.80,0.02,0.02
P.178_N.27,SARAWAK,P.178,SARATOK,N.27,KRIAN,37,"9,592",321,4,1,"9,955",_,0.37,96.35,3.22,0.04,0.01
P.179_N.28,SARAWAK,P.179,KUALA RAJANG,N.28,BELAWAI,"5,980","2,646",338,0,0,"8,964",_,66.71,29.52,3.77,0.00,0.00
P.179_N.29,SARAWAK,P.179,KUALA RAJANG,N.29,SERDENG,"6,125","1,878",111,0,0,"8,114",_,75.49,23.15,1.37,0.00,0.00
P.179_N.30,SARAWAK,P.179,KUALA RAJANG,N.30,MATU-DARO,"7,570","1,583",523,0,0,"9,676",_,78.23,16.36,5.41,0.00,0.00
P.180_N.31,SARAWAK,P.180,SARIKEI,N.31,MERADONG,"1,773","4,771","7,521",1,4,"14,070",_,12.60,33.91,53.45,0.01,0.03
P.180_N.32,SARAWAK,P.180,SARIKEI,N.32,REPOK,559,"3,631","13,990",0,2,"18,182",_,3.07,19.97,76.94,0.00,0.01
P.181_N.33,SARAWAK,P.181,JULAU,N.33,PAKAN,37,"6,440",403,0,2,"6,882",_,0.54,93.58,5.86,0.00,0.03
P.181_N.34,SARAWAK,P.181,JULAU,N.34,MELUAN,39,"8,560",409,1,10,"9,019",_,0.43,94.91,4.53,0.01,0.11
P.182_N.35,SARAWAK,P.182,KANOWIT,N.35,NGEMAH,45,"6,989",798,0,3,"7,835",_,0.57,89.20,10.19,0.00,0.04
P.182_N.36,SARAWAK,P.182,KANOWIT,N.36,MACHAN,406,"7,777","1,928",0,11,"10,122",_,4.01,76.83,19.05,0.00,0.11
P.183_N.37,SARAWAK,P.183,LANANG,N.37,DUDONG,"1,691","6,411","13,650",13,2,"21,767",_,7.77,29.45,62.71,0.06,0.01
P.183_N.38,SARAWAK,P.183,LANANG,N.38,BUKIT ASSEK,314,385,"22,762",0,11,"23,472",_,1.34,1.64,96.98,0.00,0.05
P.184_N.39,SARAWAK,P.184,SIBU,N.39,BAWANG ASSAN,519,"3,124","12,379",251,0,"16,273",_,3.19,19.20,76.07,1.54,0.00
P.184_N.40,SARAWAK,P.184,SIBU,N.40,SEDUAN,"7,024","1,947","12,454",37,30,"21,492",_,32.68,9.06,57.95,0.17,0.14
P.185_N.41,SARAWAK,P.185,MUKAH,N.41,DALAT,"10,035","3,430","2,564",2,1,"16,032",_,62.59,21.39,15.99,0.01,0.01
P.185_N.42,SARAWAK,P.185,MUKAH,N.42,BALINGAN,"8,072","3,144","1,532",0,2,"12,750",_,63.31,24.66,12.02,0.00,0.02
P.186_N.43,SARAWAK,P.186,SELANGAU,N.43,TAMIN,149,"9,838",422,0,4,"10,413",_,1.43,94.48,4.05,0.00,0.04
P.186_N.44,SARAWAK,P.186,SELANGAU,N.44,KAKUS,380,"8,266",387,0,2,"9,035",_,4.21,91.49,4.28,0.00,0.02
P.187_N.45,SARAWAK,P.187,KAPIT,N.45,PELAGUS,628,"9,712","1,997",0,4,"12,341",_,5.09,78.70,16.18,0.00,0.03
P.187_N.46,SARAWAK,P.187,KAPIT,N.46,KATIBAS,296,"7,608",461,1,1,"8,367",_,3.54,90.93,5.51,0.01,0.01
P.188_N.47,SARAWAK,P.188,HULU RAJANG,N.47,BALEH,27,"9,658",24,0,1,"9,710",_,0.28,99.46,0.25,0.00,0.01
P.188_N.48,SARAWAK,P.188,HULU RAJANG,N.48,BELAGA,272,"5,676",163,0,1,"6,112",_,4.45,92.87,2.67,0.00,0.02
P.189_N.49,SARAWAK,P.189,BINTULU,N.49,KEMENA,"5,310","7,909",474,2,2,"13,697",_,38.77,57.74,3.46,0.01,0.01
P.189_N.50,SARAWAK,P.189,BINTULU,N.50,KIDURONG,"3,409","9,535","8,793",2,18,"21,757",_,15.67,43.82,40.41,0.01,0.08
P.190_N.51,SARAWAK,P.190,MIRI,N.51,LAMBIR,"13,194","7,805","6,095",5,26,"27,125",_,48.64,28.77,22.47,0.02,0.10
P.190_N.52,SARAWAK,P.190,MIRI,N.52,PIASAU,"6,713","5,372","23,403",1,120,"35,609",_,18.85,15.09,65.72,0.00,0.34
P.191_N.53,SARAWAK,P.191,BARAM,N.53,MARUDI,"1,476","10,357","2,792",0,4,"14,629",_,10.09,70.80,19.09,0.00,0.03
P.191_N.54,SARAWAK,P.191,BARAM,N.54,TELANG USAN,824,"9,761",879,1,1,"11,466",_,7.19,85.13,7.67,0.01,0.01
P.192_N.55,SARAWAK,P.192,BUKIT MAS,N.55,LIMBANG,"6,417","7,018","3,999",2,7,"17,443",_,36.79,40.23,22.93,0.01,0.04
P.192_N.56,SARAWAK,P.192,BUKIT MAS,N.56,LAWAS,"6,465","5,162","1,714",0,4,"13,345",_,48.45,38.68,12.84,0.00,0.03
